city,min_temp,max_tmp,humidity
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.18
Noida,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.31
Faridabad,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.13
Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',54.72
Gurgaon,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.32
Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',86.11
New Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.13
Noida,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.83
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.71
New Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.64
Noida,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.38
Delhi,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.46
Noida,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.73
Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.68
Noida,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.36
Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',39.5
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.14
Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.31
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.26
Gurgaon,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.87
Gurgaon,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',25.74
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.14
New Delhi,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',80.51
New Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.02
Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.72
Faridabad,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.57
Gurgaon,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',53.64
Noida,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.44
Gurgaon,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.61
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.32
Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.0
Noida,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.86
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.26
Noida,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.97
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',44.82
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',44.83
Gurgaon,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.57
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.38
New Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',67.96
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.24
Faridabad,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.61
New Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.23
New Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.76
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.71
Gurgaon,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.37
Noida,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.22
Gurgaon,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',40.27
New Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.9
New Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.53
Faridabad,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',48.7
Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',50.76
New Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.66
Gurgaon,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.7
Faridabad,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.94
Noida,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.41
Noida,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.86
Noida,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.15
Gurgaon,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.47
New Delhi,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.43
New Delhi,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.05
Faridabad,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.79
Faridabad,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.58
Gurgaon,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.3
Delhi,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.83
Gurgaon,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.22
New Delhi,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.17
Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',84.08
New Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.92
Faridabad,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.59
Noida,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',87.91
Noida,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',58.67
Faridabad,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.89
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.03
Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.1
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.2
Noida,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.16
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',63.33
Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',23.98
Faridabad,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.02
Gurgaon,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.34
Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.69
Gurgaon,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.06
Delhi,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.26
New Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.18
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.76
Gurgaon,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.27
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.35
Noida,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.51
Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.33
Gurgaon,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',44.37
Noida,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',86.26
Gurgaon,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.72
Gurgaon,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.06
New Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.77
Faridabad,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',72.9
Noida,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',63.67
Faridabad,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.24
Faridabad,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',77.31
Gurgaon,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',40.79
Gurgaon,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.04
Faridabad,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.53
Faridabad,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.21
Noida,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.97
New Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',49.52
Faridabad,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.47
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.2
New Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',85.24
Noida,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',62.6
Delhi,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.97
Gurgaon,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.87
Gurgaon,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.71
Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.38
Faridabad,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.54
Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',53.25
Gurgaon,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.94
Noida,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.23
Gurgaon,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.41
Delhi,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.81
Faridabad,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',23.84
New Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.43
New Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',70.33
Noida,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.0
Gurgaon,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',85.85
New Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.95
Faridabad,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.84
Faridabad,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.96
Gurgaon,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.37
Gurgaon,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',39.39
Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',44.27
New Delhi,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.67
New Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.24
Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',25.69
Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',48.94
New Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.9
Faridabad,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.19
Gurgaon,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.98
Gurgaon,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.49
Gurgaon,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.88
Faridabad,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.05
Gurgaon,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.12
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.54
Gurgaon,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',49.2
Noida,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.69
New Delhi,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.71
New Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',58.29
Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.93
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',45.75
Noida,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.56
Noida,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',67.59
New Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.29
Delhi,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.21
Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.95
Delhi,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.78
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',72.77
New Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.52
Faridabad,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.7
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.89
New Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',85.96
New Delhi,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.97
Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.97
Faridabad,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.84
Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.32
Gurgaon,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.73
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.49
Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.75
Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',72.28
Gurgaon,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.96
Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.43
Noida,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.93
Noida,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',56.41
Gurgaon,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',45.59
Gurgaon,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.09
Faridabad,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.37
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',54.21
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',42.11
Faridabad,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',68.22
Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.78
New Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.52
Faridabad,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.15
Noida,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.49
Delhi,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.19
Gurgaon,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.86
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.64
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',25.59
Gurgaon,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',67.92
Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',53.81
Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.57
Noida,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.6
Delhi,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',87.99
Faridabad,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.1
Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',80.85
Noida,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.22
Delhi,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',21.15
Gurgaon,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.13
Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.55
Gurgaon,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.68
Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.8
Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.47
Noida,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.64
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',70.18
Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',39.2
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',40.04
Gurgaon,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',31.7
Delhi,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',87.21
Noida,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',20.4
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',86.05
New Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.12
Noida,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.25
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.37
Delhi,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',84.81
Faridabad,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',44.5
Noida,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',26.52
Noida,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',31.67
Noida,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',64.97
Delhi,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.47
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.87
Gurgaon,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',62.57
Noida,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.91
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',49.9
Faridabad,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.25
New Delhi,43,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',75.72
New Delhi,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',48.33
Faridabad,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.3
New Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.08
Gurgaon,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.36
Noida,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',89.07
New Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',50.94
Faridabad,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.24
Gurgaon,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.97
Noida,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.93
New Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.36
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.02
Faridabad,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.1
New Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',76.37
Faridabad,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',38.25
New Delhi,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.89
Noida,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.56
Delhi,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',66.72
Noida,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.55
New Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.7
Noida,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.89
Gurgaon,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.24
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.66
Faridabad,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.11
New Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',69.75
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',40.22
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.97
New Delhi,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.15
Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',87.12
Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.34
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.99
Gurgaon,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.07
Gurgaon,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.31
New Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.82
New Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.48
Faridabad,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.29
Noida,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',83.02
New Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.83
Gurgaon,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.2
Gurgaon,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.43
Noida,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.33
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',78.79
New Delhi,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',34.0
Noida,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.42
Faridabad,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',81.48
Delhi,28,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.88
New Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',22.74
New Delhi,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',72.12
Faridabad,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',79.96
Noida,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',41.81
Noida,38,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',62.32
New Delhi,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.37
Gurgaon,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',62.31
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',50.72
Faridabad,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',49.06
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',53.77
Noida,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.68
Faridabad,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.9
Noida,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',35.98
Delhi,31,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',73.68
Faridabad,30,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',72.31
Delhi,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',38.68
Gurgaon,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',82.88
Noida,41,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.73
Gurgaon,26,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',29.12
Delhi,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.36
Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',57.08
Noida,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.16
Gurgaon,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.11
Faridabad,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',28.6
Faridabad,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',63.99
Gurgaon,29,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.28
New Delhi,39,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',77.52
Noida,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',33.04
Gurgaon,25,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.83
Faridabad,34,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',37.24
Noida,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',86.25
Faridabad,33,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.41
Faridabad,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',65.84
Faridabad,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',71.57
Noida,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',32.83
Noida,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',72.12
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',56.48
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',27.71
New Delhi,22,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',59.4
New Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',38.16
New Delhi,23,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',58.4
Noida,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',55.57
Noida,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',61.46
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.01
Gurgaon,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',48.01
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',52.91
New Delhi,21,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',30.22
Noida,37,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',88.48
Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.43
Gurgaon,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',46.13
Gurgaon,40,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',86.57
New Delhi,20,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',40.98
Faridabad,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',39.48
New Delhi,44,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',57.12
New Delhi,27,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',60.27
Noida,45,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.64
Delhi,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',74.1
Faridabad,36,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',24.36
New Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',43.3
New Delhi,35,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',47.6
Gurgaon,32,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',23.59
Delhi,42,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',51.66
Faridabad,24,Syntax error in formula '__legacy_if(this > min_tmp) then min + 5',36.3
